year,district_no,mild_winter_days,fungal_risk_days,VegetationVigorIndex,RootZoneDepletion
1993,01053,21,4,,0.0935420384604058
1994,01053,29,1,,0.0037659393382491403
1995,01053,28,3,,0.013569505960386611
1996,01053,2,0,,0.9344331518451299
1997,01053,23,2,,0.11490370291702068
1998,01053,42,2,,0.08087997754673697
1999,01053,27,3,,0.0503374952998684
2000,01053,36,1,,0.12604754317847103
2001,01053,21,3,0.1732897925566822,0.04400549919004178
2002,01053,30,8,0.0603966596742022,0.014007379683395865
2003,01053,12,0,-0.0757742708815672,0.15849302808875776
2004,01053,21,3,-0.020230761657236095,0.0906673288873289
2005,01053,21,0,0.1264347222502644,0.020893592321111466
2006,01053,9,0,-0.0246041027937398,0.22775836642087352
2007,01053,42,6,0.2478271076689268,0.029844867391181938
2008,01053,42,3,0.0465569974704754,0.047421982142857144
2009,01053,14,0,0.077856396723767,0.1451704175325345
2010,01053,4,0,-0.33072778331017516,0.3863529526184098
2011,01053,19,0,-0.3490246264277564,0.1552814274567928
2012,01053,26,2,0.0187998891133931,0.10013921089935422
2013,01053,16,1,-0.2806743012013359,0.073686302346133
2014,01053,38,5,0.1153671852758712,0.06407427542886529
2015,01053,28,1,0.3054126111194789,0.09393984709577133
2016,01053,24,3,0.0188699804364618,0.025607482823784482
2017,01053,20,0,-0.027712112399513898,0.07761251862891205
2018,01053,18,1,0.09674855212177301,0.02331296816542816
2019,01053,28,0,0.1533412812373321,0.02453252247701788
2020,01053,50,9,0.1128568910232235,0.0526515744000799
2021,01053,22,0,0.06015173963473049,0.018247403308923243
2022,01053,48,2,0.1423194926851637,0.06764916745956231
2023,01053,36,4,0.08981529267125431,0.08691785918614818
2024,01053,37,6,-0.2366031329916752,0.03913770359943696
1981,01054,20,0,,
1982,01054,17,0,,
1983,01054,33,0,,
1984,01054,29,0,,
1985,01054,9,0,,
1986,01054,10,0,,
1987,01054,9,0,,
1988,01054,47,0,,
1989,01054,54,0,,0.008231977115103619
1990,01054,53,0,,0.00398379392630778
1991,01054,26,0,,0.015098441840802026
1992,01054,40,0,,0.00782472613458529
1993,01054,33,0,,0.010272477464752561
1994,01054,34,0,,0.00936461113452264
1995,01054,37,0,,0.007681022497714897
1996,01054,7,0,,1.0
1997,01054,28,0,,1.0
1998,01054,43,0,,0.008081983642065109
1999,01054,32,0,,0.00930384016002605
2000,01054,47,0,,0.034248323410710706
2001,01054,26,0,0.187081701999311,0.06141751627564181
2002,01054,40,0,0.1056775162263273,0.011246316831237769
2003,01054,19,0,-0.0292325040279898,0.03125195324707794
2004,01054,25,0,0.142062056216577,0.006384044994749123
2005,01054,28,0,0.008871752540598198,0.007811523559555054
2006,01054,19,0,0.056998537316974095,0.013989144423927034
2007,01054,47,0,0.15962295177229818,0.002952957904108598
2008,01054,50,0,-0.029138857310952407,0.005915094730242105
2009,01054,26,0,0.057156151947082,1.0
2010,01054,5,0,-0.39853793219371914,0.049376620170349335
2011,01054,20,0,-0.3443255886877258,0.015283976279268816
2012,01054,32,0,-0.0848047439981211,0.009136717268852476
2013,01054,19,0,-0.1240130160551275,0.007792987090916885
2014,01054,44,0,0.0238356450913665,0.004658638280030747
2015,01054,40,0,0.245518101188922,0.008369321415419639
2018,01054,27,0,0.034760939425297996,0.007137147424917209
2019,01054,33,0,0.21982723046476849,0.008022141109462115
2020,01054,57,0,0.1030541937310209,0.0031930927018673206
2021,01054,27,0,0.1555555315484472,0.008622213408404071
2022,01054,51,0,0.1150848111397155,0.003732986912147887
2023,01054,41,0,0.05201901960030339,0.004181056469348675
2024,01054,44,0,-0.08251355145842079,0.003931675345839993
1981,01055,15,0,,
1982,01055,13,0,,
1983,01055,32,4,,
1984,01055,25,0,,
1985,01055,5,0,,
1986,01055,10,0,,
1987,01055,6,0,,
1988,01055,48,2,,
1989,01055,53,4,,0.007173343854237652
1990,01055,50,11,,0.0028726469430727553
1991,01055,22,1,,0.0027874681009119203
1992,01055,40,1,,0.0055832391161732475
1993,01055,30,9,,0.01211944929222416
1994,01055,32,2,,0.011016127610822244
1995,01055,31,4,,0.0022058012573067166
1996,01055,2,0,,1.0
1997,01055,24,4,,3.8914928
1998,01055,44,7,,0.0036072953942052404
1999,01055,28,5,,0.008290327260668615
2000,01055,46,2,,0.09337877224999341
2001,01055,25,4,0.20216565939584158,0.01692219176227705
2002,01055,35,13,0.005128752942560499,0.0030678846168595603
2003,01055,16,0,-0.1000730506909825,0.011727797812765709
2004,01055,23,3,0.0351212413563046,0.017349989997691773
2005,01055,25,4,0.0896332141107556,0.012704058946833513
2006,01055,9,0,0.027492064883697404,0.03452895547823617
2007,01055,46,12,0.23575148953610603,0.002672996321957061
2008,01055,52,8,0.002622597140746294,0.003767961401003408
2009,01055,19,0,0.0223909068701828,0.009936160170901955
2010,01055,3,0,-0.33694346834757366,1.0
2011,01055,18,1,-0.3483476094746107,0.12048160629036787
2012,01055,30,2,0.0320648580085799,0.012372792229886478
2013,01055,16,3,-0.2530892589465528,0.00703747101441626
2014,01055,42,4,0.1428574890486486,0.017164915183689938
2015,01055,37,2,0.3228675312024426,0.005281448384404939
2023,01055,45,12,0.06809931120046041,0.032498198693186146
1981,01056,19,0,,
1982,01056,18,0,,
1983,01056,33,1,,
1984,01056,26,0,,
1985,01056,7,0,,
1986,01056,10,0,,
1987,01056,8,0,,
1988,01056,41,2,,
1989,01056,46,2,,0.048936514792669666
1990,01056,51,4,,0.011212704417687224
1991,01056,19,1,,0.022517808329114864
1992,01056,37,0,,0.1617220846452943
1993,01056,31,4,,0.15055373526713248
1994,01056,33,2,,0.003683702563120243
1995,01056,33,2,,0.033723301060057685
1996,01056,5,1,,10.789295
1997,01056,27,3,,0.11572278385089163
1998,01056,44,4,,0.10999484613172275
1999,01056,30,2,,0.06124534783593927
2000,01056,39,1,,0.35102072102690124
2001,01056,27,3,0.1613685047608953,0.0683646641844758
2002,01056,37,11,0.0711846915121593,0.02471149403725044
2003,01056,17,0,-0.0396616602858712,0.2792447663844465
2004,01056,26,3,0.0394555197755524,0.10259370655544861
2005,01056,25,1,0.0691660458381325,0.10002020262020263
2006,01056,13,0,0.0230660407207834,0.2993469670111116
2008,01056,47,6,-0.00816094827289629,0.05075963860680304
1981,01057,14,0,,
1982,01057,13,0,,
1983,01057,27,3,,
1984,01057,21,0,,
1985,01057,5,0,,
1986,01057,9,0,,
1987,01057,4,0,,
1988,01057,38,1,,
1989,01057,46,2,,0.005649972880130175
1990,01057,47,4,,0.00307607124180996
1991,01057,19,1,,0.005401084537775185
1992,01057,33,0,,0.02326444423849243
1993,01057,24,4,,0.041770818170890296
1994,01057,28,1,,0.003599051290079935
1995,01057,28,1,,0.004504626251159941
1996,01057,2,0,,1.0
1997,01057,19,3,,0.06254270028466857
1998,01057,42,3,,0.027218997211818485
1999,01057,25,2,,0.017808432015037214
2000,01057,38,1,,0.08590570124618696
2001,01057,22,3,0.18646549127763679,1.0
2002,01057,32,9,0.0484141345282935,0.0035674470457079154
2003,01057,15,0,-0.0429960407746231,0.05607203554507543
2004,01057,21,2,-0.07391738660635509,0.04817537706430776
2005,01057,19,3,0.0708709393143286,0.006987631891551952
2006,01057,8,0,-0.0005964781638970983,0.15441547119197574
2007,01057,43,6,0.22283853627951478,0.010202244886561088
2008,01057,44,4,0.0442955673813058,0.022848558251850677
2009,01057,13,0,0.051922820767830696,0.05549087985103051
2010,01057,3,0,-0.30773907449362536,3.2511387
2011,01057,17,0,-0.35527485470893366,0.1496260443976922
2012,01057,27,2,0.004186256538272398,0.025044397695398377
2013,01057,16,0,-0.2730478584096302,0.051094867729528176
2014,01057,38,4,0.156498819610296,0.05949837850359046
2015,01057,30,1,0.31964952416648396,0.03328302116909138
2023,01057,36,5,-0.023103003467577703,0.061833582577007704
1981,01058,17,0,,
1982,01058,13,0,,
1983,01058,33,1,,
1984,01058,23,0,,
1985,01058,6,0,,
1986,01058,9,0,,
1987,01058,5,0,,
1988,01058,38,1,,
1989,01058,48,2,,0.005014366159045666
1990,01058,49,4,,0.00301182139899104
1991,01058,20,1,,0.006022264311158351
1992,01058,36,0,,0.04561349625906347
1993,01058,24,3,,0.3393050615204545
1994,01058,28,0,,0.0038035540408958126
1995,01058,29,0,,0.003929257645353063
1996,01058,2,0,,1.21374702
1997,01058,22,3,,0.6224926101740565
1998,01058,43,2,,0.06002861248795264
1999,01058,26,2,,0.11798954191875538
2000,01058,40,1,,0.2978703547771415
2001,01058,24,3,0.1586973318623085,0.03882590464357819
2002,01058,35,8,0.0363208513075869,0.005426009576906903
2003,01058,18,0,-0.043622359048845205,0.12852563812235127
2004,01058,22,2,0.021483967142581904,0.057027973872761616
2005,01058,20,2,0.0564774412959648,0.03599481523245707
2006,01058,11,0,0.055689009046250196,0.10558311063067391
2007,01058,41,5,0.1687452483943458,0.015644041763070403
2008,01058,46,2,0.02005063574798331,0.0278922395064532
2009,01058,15,0,0.072955390250193,0.01722046354127474
2010,01058,3,0,-0.32737689929580144,6.953251
2011,01058,18,0,-0.34104800078313463,0.06135045296534288
2012,01058,27,1,-0.0168271188172834,0.018724878754477817
2013,01058,16,0,-0.21284214607205743,0.04673113036469877
2014,01058,41,3,0.1059704310277029,0.03083278522260189
2015,01058,32,1,0.233704768550406,0.06971011155460036
2016,01058,27,2,0.0589222866619365,0.00531869026848259
2017,01058,28,1,0.087709419242293,0.023466504526616954
2018,01058,20,1,0.0035194252616665977,0.004808987034970954
2019,01058,30,0,0.2120682659430137,0.007337187802658997
2020,01058,55,8,0.0845593119580692,0.027559905053756332
2021,01058,23,0,0.1648745242638181,0.0059468235042252175
2022,01058,47,3,0.10396802448737939,0.05503607441766663
2023,01058,37,5,-0.0030060384833547962,0.054576184261213044
2024,01058,40,4,-0.1804512699430236,0.041924913290042484
1981,01059,17,0,,
1982,01059,13,0,,
1983,01059,30,1,,
1984,01059,19,0,,
1985,01059,7,0,,
1986,01059,9,0,,
1987,01059,4,0,,
1988,01059,42,1,,
1989,01059,49,0,,0.007637493985473485
1990,01059,47,3,,0.0031928531175816057
1991,01059,20,0,,0.015988232660761676
1992,01059,38,0,,0.006672271374621349
1993,01059,25,0,,0.10457586907512037
1994,01059,28,0,,0.009711330695088494
1995,01059,30,0,,0.004248124453053977
1996,01059,2,0,,1.0
1997,01059,21,0,,7.4382772
1998,01059,42,1,,0.03603160841604656
1999,01059,26,1,,0.009929747039694164
2000,01059,41,1,,0.28028863662303233
2001,01059,23,0,0.20948067403029869,0.07091444172605751
2002,01059,36,4,0.0573003589511593,0.005357334190506804
2003,01059,18,0,0.0114333113488429,0.12043673596998593
2004,01059,21,2,0.1267444261064194,0.05326146837033933
2005,01059,20,2,0.0242505375489797,0.007306096206674849
2006,01059,10,0,0.0370045667562284,0.0232360344420854
2007,01059,41,3,0.0736751063789314,0.0024482770862075086
2008,01059,47,0,-0.0117738131271089,0.0036854131348124128
2009,01059,16,0,0.0744887173696244,0.01462041741291714
2010,01059,3,0,-0.41818514266805007,1.0
2011,01059,17,0,-0.3915045630309145,0.08523892625265671
2012,01059,26,0,-0.0362755964381184,0.008665511265164644
2013,01059,15,0,-0.120409927325102,0.009573867172166853
2014,01059,41,1,0.0532176087733893,0.011204434579645043
2015,01059,34,1,0.2360604927275673,0.013510272990272005
2016,01059,27,1,0.0522673458203164,0.004638864405993413
2017,01059,27,1,0.0929759721919852,0.007401212318577783
2018,01059,19,1,0.0611706501070251,0.006796063719893437
2019,01059,31,0,0.2085447850464226,0.006860169171771776
2020,01059,55,5,0.0773027374724148,0.010171394245611146
2021,01059,21,0,0.1977077253898759,0.006086371700806139
2022,01059,49,3,0.0915300514086538,0.0339379172387671
2023,01059,38,2,0.05665387669708819,0.04988025303540455
2024,01059,40,3,-0.13553240153593019,0.02949825421181186
1981,01060,14,0,,
1982,01060,15,0,,
1983,01060,29,2,,
1984,01060,23,0,,
1985,01060,7,0,,
1986,01060,10,0,,
1987,01060,6,0,,
1988,01060,37,1,,
1989,01060,45,2,,0.00535561268209083
1990,01060,47,4,,0.005887180668446844
1991,01060,18,1,,0.011206785318884827
1992,01060,33,0,,0.12171819497658577
1993,01060,24,3,,0.1477752578943224
1994,01060,27,1,,0.0035233350480230576
1995,01060,28,1,,0.01171116554733803
1996,01060,2,0,,7.302739
1997,01060,21,2,,0.09749533791963153
1998,01060,41,2,,0.08189788770453162
1999,01060,26,2,,0.04842273559238189
2000,01060,38,1,,0.13351929530201342
2001,01060,24,3,0.1553474839863695,0.04429228586034869
2002,01060,32,9,0.0533469188993408,0.012901829525208262
2003,01060,16,0,-0.0765608854081506,0.1748690445365096
2004,01060,21,2,-0.0652250925941832,0.09460549831809938
2005,01060,19,2,0.08254923978537371,0.014285464151505004
2006,01060,10,0,0.020828821911681804,0.21749437802217725
2007,01060,42,5,0.2144192347650009,0.02625034312032949
2008,01060,43,3,0.0441465420396495,0.0429429664250954
2009,01060,14,0,0.0445234156744117,0.14410416160880474
2010,01060,4,0,-0.2738657952432815,0.3624877180551338
2011,01060,19,0,-0.3413417892163454,0.16738809884313552
2012,01060,25,2,0.0473681234058071,0.1097994912765288
2013,01060,16,0,-0.2145150547998373,0.0886756860885543
2014,01060,38,4,0.126864478848258,0.09421363092020898
2015,01060,29,1,0.2880135261510778,0.07132267470812816
2016,01060,25,2,0.015548801666928999,0.024660632266231382
2017,01060,24,0,0.0851400729938951,0.07115344308288979
2018,01060,17,1,-0.009079674905786192,0.018363594418306248
2019,01060,28,0,0.2155171303735568,0.020842644534952225
2020,01060,52,9,0.0652477422773253,0.05493753546684262
2021,01060,23,0,0.1460336672078745,0.015671072366997434
2022,01060,46,3,0.057240211368859,0.06880303459506483
2023,01060,37,4,0.003788998304475797,0.08433574648897298
2024,01060,39,5,-0.1846426174923019,0.04740407424508265
1981,01061,18,0,,
1982,01061,18,0,,
1983,01061,30,2,,
1984,01061,26,0,,
1985,01061,7,0,,
1986,01061,10,0,,
1987,01061,8,0,,
1988,01061,41,1,,
1989,01061,47,2,,0.03192614461140099
1990,01061,49,4,,0.006443756855097222
1991,01061,19,1,,0.00582228070379729
1992,01061,37,0,,0.13941346648232994
1993,01061,28,3,,0.28528770716165425
1994,01061,29,2,,0.0036449524698197937
1995,01061,31,0,,0.006570678193266837
1996,01061,4,0,,7.447278
1997,01061,26,3,,0.3986144980378828
1998,01061,42,1,,0.10318564597436997
1999,01061,29,1,,0.15840409265182967
2000,01061,39,1,,0.311504762882365
2001,01061,25,3,0.1600000622398332,0.14006932881802361
2002,01061,37,9,0.051237409721229796,0.015933310824498618
2003,01061,18,0,-0.0814127488323347,0.22876387357010053
2004,01061,24,2,0.0676591473236421,0.09876850321666764
2005,01061,22,2,0.0512039938301348,0.08604088894734344
2006,01061,14,0,0.0499143349286313,0.25434026689875255
2007,01061,43,7,0.1696414782142595,0.03303872904933161
2008,01061,46,4,-0.0148084251487611,0.04074359273506969
2009,01061,16,0,0.0150318900522847,0.11243380267072578
2010,01061,5,0,-0.2981910898818678,0.8491832532939293
2011,01061,21,0,-0.308941738951966,0.11700115871705218
2012,01061,27,1,-0.0074737941940076005,0.09717695148511726
2013,01061,16,0,-0.2026115109740156,0.11653388630579951
2014,01061,41,5,0.0915642960405395,0.059613454092643535
2015,01061,32,1,0.2495578023233973,0.1220957238277696
2016,01061,30,2,0.0476794726125705,0.02160316021978708
2017,01061,29,1,0.09789201844433551,0.07098023909985936
2018,01061,19,1,0.0353139283025718,0.016644846892861487
2019,01061,31,0,0.2133926499229505,0.011958969234079174
2020,01061,56,9,0.0684423497825262,0.04547677980953112
2021,01061,23,0,0.09968617906955379,0.005857887645714955
2022,01061,47,3,0.1044538604573792,0.06602484846491949
2023,01061,37,5,0.0268052584113061,0.08566163432997188
1981,01062,15,0,,
1982,01062,16,0,,
1983,01062,28,2,,
1984,01062,24,0,,
1985,01062,8,0,,
1986,01062,10,0,,
1987,01062,7,0,,
1988,01062,34,1,,
